	go	ontology	name	genes	transcripts	proteins	total	total_CPM
16176	GO:1900042	biological_process	positive regulation of interleukin-2 secretion	2	2	2	2	7
16177	GO:1902824	biological_process	positive regulation of late endosome to lysosome transport	2	2	2	2	7
16178	GO:0002687	biological_process	positive regulation of leukocyte migration	2	2	2	2	7
16179	GO:1903238	biological_process	positive regulation of leukocyte tethering or rolling	2	3	3	3	11
16180	GO:0051351	biological_process	positive regulation of ligase activity	2	2	1	2	7
16181	GO:0140214	biological_process	positive regulation of long-chain fatty acid import into cell	2	2	2	2	7
16182	GO:0045716	biological_process	positive regulation of low-density lipoprotein particle receptor biosynthetic process	2	2	2	2	7
16183	GO:0051349	biological_process	positive regulation of lyase activity	2	2	2	2	7
16184	GO:1903007	biological_process	positive regulation of Lys63-specific deubiquitinase activity	2	2	2	2	7
16185	GO:0060907	biological_process	positive regulation of macrophage cytokine production	2	2	2	2	7
16186	GO:1905188	biological_process	positive regulation of metaphase/anaphase transition of meiosis I	2	3	2	3	11
16187	GO:2000627	biological_process	positive regulation of miRNA catabolic process	2	2	2	2	7
16188	GO:1905448	biological_process	positive regulation of mitochondrial ATP synthesis coupled electron transport	2	2	2	2	7
16189	GO:0035794	biological_process	positive regulation of mitochondrial membrane permeability	2	2	2	2	7
16190	GO:0000962	biological_process	positive regulation of mitochondrial RNA catabolic process	2	2	1	2	7
16191	GO:1903465	biological_process	positive regulation of mitotic cell cycle DNA replication	2	2	1	2	7
16192	GO:1904291	biological_process	positive regulation of mitotic DNA damage checkpoint	2	2	2	2	7
16193	GO:0031439	biological_process	positive regulation of mRNA cleavage	2	2	1	2	7
16194	GO:0045639	biological_process	positive regulation of myeloid cell differentiation	2	2	2	2	7
16195	GO:0043323	biological_process	positive regulation of natural killer cell degranulation	2	3	3	3	11
16196	GO:1900075	biological_process	positive regulation of neuromuscular synaptic transmission	2	4	4	4	15
16197	GO:0051582	biological_process	positive regulation of neurotransmitter uptake	2	2	2	2	7
16198	GO:0010750	biological_process	positive regulation of nitric oxide mediated signal transduction	2	2	2	2	7
16199	GO:0045848	biological_process	positive regulation of nitrogen utilization	2	2	2	2	7
16200	GO:1903997	biological_process	positive regulation of non-membrane spanning protein tyrosine kinase activity	2	2	2	2	7
16201	GO:0090290	biological_process	positive regulation of osteoclast proliferation	2	3	3	3	11
16202	GO:1900163	biological_process	positive regulation of phospholipid scramblase activity	2	2	1	2	7
16203	GO:0030862	biological_process	positive regulation of polarized epithelial cell differentiation	2	5	5	5	18
16204	GO:1904247	biological_process	positive regulation of polynucleotide adenylyltransferase activity	2	2	2	2	7
16205	GO:2000975	biological_process	positive regulation of pro-B cell differentiation	2	2	1	2	7
16206	GO:0031394	biological_process	positive regulation of prostaglandin biosynthetic process	2	2	1	2	7
16207	GO:0090312	biological_process	positive regulation of protein deacetylation	2	2	2	2	7
16208	GO:1903006	biological_process	positive regulation of protein K63-linked deubiquitination	2	2	2	2	7
16209	GO:1902530	biological_process	positive regulation of protein linear polyubiquitination	2	2	2	2	7
16210	GO:1902474	biological_process	positive regulation of protein localization to synapse	2	2	2	2	7
16211	GO:0051222	biological_process	positive regulation of protein transport	2	2	2	2	7
16212	GO:0045678	biological_process	positive regulation of R7 cell differentiation	2	2	2	2	7
16213	GO:0035815	biological_process	positive regulation of renal sodium excretion	2	2	2	2	7
16214	GO:2001153	biological_process	positive regulation of renal water transport	2	2	1	2	7
16215	GO:1900054	biological_process	positive regulation of retinoic acid biosynthetic process	2	2	1	2	7
16216	GO:2001108	biological_process	positive regulation of Rho guanyl-nucleotide exchange factor activity	2	2	2	2	7
16217	GO:1905216	biological_process	positive regulation of RNA binding	2	3	3	3	11
16218	GO:1900370	biological_process	positive regulation of RNA interference	2	2	2	2	7
16219	GO:1901622	biological_process	positive regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	2	2	2	2	7
16220	GO:1902307	biological_process	positive regulation of sodium ion transmembrane transport	2	2	2	2	7
16221	GO:2000120	biological_process	positive regulation of sodium-dependent phosphate transport	2	2	2	2	7
16222	GO:2000755	biological_process	positive regulation of sphingomyelin catabolic process	2	2	1	2	7
16223	GO:2000809	biological_process	positive regulation of synaptic vesicle clustering	2	2	2	2	7
16224	GO:0002666	biological_process	positive regulation of T cell tolerance induction	2	2	2	2	7
16225	GO:0045627	biological_process	positive regulation of T-helper 1 cell differentiation	2	2	2	2	7
16226	GO:1905663	biological_process	positive regulation of telomerase RNA reverse transcriptase activity	2	2	2	2	7
16227	GO:1901582	biological_process	positive regulation of telomeric RNA transcription from RNA pol II promoter	2	2	1	2	7
16228	GO:1901485	biological_process	positive regulation of transcription factor catabolic process	2	2	2	2	7
16229	GO:1901228	biological_process	positive regulation of transcription from RNA polymerase II promoter involved in heart development	2	2	1	2	7
16230	GO:0051039	biological_process	positive regulation of transcription involved in meiotic cell cycle	2	2	2	2	7
16231	GO:1901394	biological_process	positive regulation of transforming growth factor beta1 activation	2	2	2	2	7
16232	GO:0032914	biological_process	positive regulation of transforming growth factor beta1 production	2	2	2	2	7
16233	GO:0036493	biological_process	positive regulation of translation in response to endoplasmic reticulum stress	2	3	3	3	11
16234	GO:0090044	biological_process	positive regulation of tubulin deacetylation	2	3	3	3	11
16235	GO:0001812	biological_process	positive regulation of type I hypersensitivity	2	2	2	2	7
16236	GO:0001805	biological_process	positive regulation of type III hypersensitivity	2	2	2	2	7
16237	GO:1905182	biological_process	positive regulation of urease activity	2	2	2	2	7
16238	GO:0070474	biological_process	positive regulation of uterine smooth muscle contraction	2	2	2	2	7
16239	GO:0061191	biological_process	positive regulation of vacuole fusion, non-autophagic	2	2	2	2	7
16240	GO:0030949	biological_process	positive regulation of vascular endothelial growth factor receptor signaling pathway	2	2	1	2	7
16241	GO:1905932	biological_process	positive regulation of vascular smooth muscle cell differentiation involved in phenotypic switching	2	2	2	2	7
16242	GO:1905426	biological_process	positive regulation of Wnt-mediated midbrain dopaminergic neuron differentiation	2	2	1	2	7
16243	GO:1990295	cellular_component	post-anaphase microtubule array	2	3	3	3	11
16244	GO:0048621	biological_process	post-embryonic digestive tract morphogenesis	2	2	2	2	7
16245	GO:0035128	biological_process	post-embryonic forelimb morphogenesis	2	2	1	2	7
16246	GO:0099160	cellular_component	postsynaptic intermediate filament cytoskeleton	2	6	6	6	22
16247	GO:0098698	biological_process	postsynaptic specialization assembly	2	2	2	2	7
16248	GO:0035281	biological_process	pre-miRNA export from nucleus	2	2	2	2	7
16249	GO:0016254	biological_process	preassembly of GPI anchor in ER membrane	2	2	2	2	7
16250	GO:0000913	biological_process	preprophase band assembly	2	2	1	2	7
16251	GO:0099526	biological_process	presynapse to nucleus signaling pathway	2	3	3	3	11
16252	GO:0015399	molecular_function	primary active transmembrane transporter activity	2	2	2	2	7
16253	GO:0060431	biological_process	primary lung bud formation	2	2	1	2	7
16254	GO:1990744	biological_process	primary miRNA methylation	2	3	3	3	11
16255	GO:0007539	biological_process	primary sex determination, soma	2	2	2	2	7
16256	GO:0070251	molecular_function	pristanate-CoA ligase activity	2	2	2	2	7
16257	GO:0007637	biological_process	proboscis extension reflex	2	2	2	2	7
16258	GO:0019492	biological_process	proline salvage	2	2	1	2	7
16259	GO:0035778	biological_process	pronephric nephron tubule epithelial cell differentiation	2	2	1	2	7
16260	GO:0039008	biological_process	pronephric nephron tubule morphogenesis	2	5	5	5	18
16261	GO:0042208	biological_process	propylene catabolic process	2	3	3	3	11
16262	GO:1902906	biological_process	proteasome storage granule assembly	2	2	2	2	7
16263	GO:0042270	biological_process	protection from natural killer cell mediated cytotoxicity	2	3	3	3	11
16264	GO:0003880	molecular_function	protein C-terminal carboxyl O-methyltransferase activity	2	2	2	2	7
16265	GO:0099546	biological_process	protein catabolic process, modulating synaptic transmission	2	2	2	2	7
16266	GO:0035977	biological_process	protein deglycosylation involved in glycoprotein catabolic process	2	2	2	2	7
16267	GO:0044256	biological_process	protein digestion	2	2	1	2	7
16268	GO:0018350	biological_process	protein esterification	2	2	2	2	7
16269	GO:0033578	biological_process	protein glycosylation in Golgi	2	2	2	2	7
16270	GO:0016562	biological_process	protein import into peroxisome matrix, receptor recycling	2	2	1	2	7
16271	GO:0072699	biological_process	protein localization to cortical microtubule cytoskeleton	2	2	2	2	7
16272	GO:0071205	biological_process	protein localization to juxtaparanode region of axon	2	2	2	2	7
16273	GO:1903096	biological_process	protein localization to meiotic spindle midzone	2	2	1	2	7
16274	GO:1990173	biological_process	protein localization to nucleoplasm	2	2	2	2	7
16275	GO:0033366	biological_process	protein localization to secretory granule	2	2	2	2	7
16276	GO:0015680	biological_process	protein maturation by copper ion transfer	2	2	2	2	7
16277	GO:0042543	biological_process	protein N-linked glycosylation via arginine	2	2	1	2	7
16278	GO:0070490	biological_process	protein pupylation	2	2	2	2	7
16279	GO:0140210	biological_process	protein transport along microtubule to kinetochore	2	3	3	3	11
16280	GO:0140318	molecular_function	protein transporter activity	2	2	1	2	7
16281	GO:0038062	molecular_function	protein tyrosine kinase collagen receptor activity	2	2	2	2	7
16282	GO:0019702	molecular_function	protein-arginine N5-methyltransferase activity	2	2	1	2	7
16283	GO:0008983	molecular_function	protein-glutamate O-methyltransferase activity	2	2	2	2	7
16284	GO:0010068	biological_process	protoderm histogenesis	2	2	2	2	7
16285	GO:0005427	molecular_function	proton-dependent oligopeptide secondary active transmembrane transporter activity	2	3	3	3	11
16286	GO:0009152	biological_process	purine ribonucleotide biosynthetic process	2	2	2	2	7
16287	GO:0072530	biological_process	purine-containing compound transmembrane transport	2	2	2	2	7
16288	GO:0086029	biological_process	Purkinje myocyte to ventricular cardiac muscle cell signaling	2	2	2	2	7
16289	GO:0019810	molecular_function	putrescine binding	2	2	1	2	7
16290	GO:0046133	biological_process	pyrimidine ribonucleoside catabolic process	2	2	2	2	7
16291	GO:0004734	molecular_function	pyrimidodiazepine synthase activity	2	2	2	2	7
16292	GO:0015651	molecular_function	quaternary ammonium group transmembrane transporter activity	2	2	2	2	7
16293	GO:0015697	biological_process	quaternary ammonium group transport	2	2	2	2	7
16294	GO:1990397	biological_process	queuosine salvage	2	2	2	2	7
16295	GO:0045464	biological_process	R8 cell fate specification	2	2	2	2	7
16296	GO:0035624	biological_process	receptor transactivation	2	2	2	2	7
16297	GO:0071955	biological_process	recycling endosome to Golgi transport	2	2	1	2	7
16298	GO:0009883	molecular_function	red or far-red light photoreceptor activity	2	3	3	3	11
16299	GO:0032953	biological_process	regulation of (1->3)-beta-D-glucan biosynthetic process	2	2	2	2	7
16300	GO:0090215	biological_process	regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity	2	2	2	2	7
16301	GO:0046006	biological_process	regulation of activated T cell proliferation	2	2	1	2	7
16302	GO:0070235	biological_process	regulation of activation-induced cell death of T cells	2	2	1	2	7
16303	GO:0048082	biological_process	regulation of adult chitin-containing cuticle pigmentation	2	2	2	2	7
16304	GO:0032347	biological_process	regulation of aldosterone biosynthetic process	2	2	1	2	7
16305	GO:2000209	biological_process	regulation of anoikis	2	2	2	2	7
16306	GO:0010600	biological_process	regulation of auxin biosynthetic process	2	2	2	2	7
16307	GO:0030888	biological_process	regulation of B cell proliferation	2	3	3	3	11
16308	GO:1904251	biological_process	regulation of bile acid metabolic process	2	2	2	2	7
16309	GO:2000359	biological_process	regulation of binding of sperm to zona pellucida	2	2	2	2	7
16310	GO:0051516	biological_process	regulation of bipolar cell growth	2	2	2	2	7
16311	GO:0060762	biological_process	regulation of branching involved in mammary gland duct morphogenesis	2	3	3	3	11
16312	GO:1902514	biological_process	regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	2	2	2	2	7
16313	GO:0046586	biological_process	regulation of calcium-dependent cell-cell adhesion	2	2	2	2	7
16314	GO:2000479	biological_process	regulation of cAMP-dependent protein kinase activity	2	2	2	2	7
16315	GO:0098901	biological_process	regulation of cardiac muscle cell action potential	2	2	2	2	7
16316	GO:2000452	biological_process	regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation	2	2	1	2	7
16317	GO:1905933	biological_process	regulation of cell fate determination	2	2	1	2	7
16318	GO:0061050	biological_process	regulation of cell growth involved in cardiac muscle cell development	2	5	5	5	18
16319	GO:0090249	biological_process	regulation of cell motility involved in somitogenic axis elongation	2	2	2	2	7
16320	GO:0051270	biological_process	regulation of cellular component movement	2	2	2	2	7
16321	GO:0050794	biological_process	regulation of cellular process	2	2	2	2	7
16322	GO:1905843	biological_process	regulation of cellular response to gamma radiation	2	2	2	2	7
16323	GO:1905802	biological_process	regulation of cellular response to manganese ion	2	2	2	2	7
16324	GO:0032374	biological_process	regulation of cholesterol transport	2	2	2	2	7
16325	GO:1905818	biological_process	regulation of chromosome separation	2	2	2	2	7
16326	GO:0045188	biological_process	regulation of circadian sleep/wake cycle, non-REM sleep	2	2	2	2	7
16327	GO:0106064	biological_process	regulation of cobalamin metabolic process	2	2	2	2	7
16328	GO:0060998	biological_process	regulation of dendritic spine development	2	2	2	2	7
16329	GO:0060159	biological_process	regulation of dopamine receptor signaling pathway	2	2	2	2	7
16330	GO:1904978	biological_process	regulation of endosome organization	2	2	2	2	7
16331	GO:2000351	biological_process	regulation of endothelial cell apoptotic process	2	2	2	2	7
16332	GO:0010482	biological_process	regulation of epidermal cell division	2	3	1	3	11
16333	GO:0007176	biological_process	regulation of epidermal growth factor-activated receptor activity	2	2	2	2	7
16334	GO:0045682	biological_process	regulation of epidermis development	2	2	2	2	7
16335	GO:2000274	biological_process	regulation of epithelial cell migration, open tracheal system	2	2	2	2	7
16336	GO:0061160	biological_process	regulation of establishment of bipolar cell polarity regulating cell shape	2	2	2	2	7
16337	GO:0070202	biological_process	regulation of establishment of protein localization to chromosome	2	2	2	2	7
16338	GO:0044062	biological_process	regulation of excretion	2	2	2	2	7
16339	GO:2000531	biological_process	regulation of fatty acid biosynthetic process by regulation of transcription from RNA polymerase II promoter	2	2	2	2	7
16340	GO:0080154	biological_process	regulation of fertilization	2	2	2	2	7
16341	GO:0040036	biological_process	regulation of fibroblast growth factor receptor signaling pathway	2	2	1	2	7
16342	GO:1901317	biological_process	regulation of flagellated sperm motility	2	2	2	2	7
16343	GO:0014013	biological_process	regulation of gliogenesis	2	2	2	2	7
16344	GO:0010439	biological_process	regulation of glucosinolate biosynthetic process	2	2	1	2	7
16345	GO:0000820	biological_process	regulation of glutamine family amino acid metabolic process	2	2	1	2	7
16346	GO:2000465	biological_process	regulation of glycogen (starch) synthase activity	2	3	3	3	11
16347	GO:2000821	biological_process	regulation of grooming behavior	2	2	2	2	7
16348	GO:1901207	biological_process	regulation of heart looping	2	2	2	2	7
16349	GO:0003064	biological_process	regulation of heart rate by hormone	2	3	3	3	11
16350	GO:1900049	biological_process	regulation of histone exchange	2	2	2	2	7
16351	GO:1902464	biological_process	regulation of histone H3-K27 trimethylation	2	2	1	2	7
16352	GO:0046883	biological_process	regulation of hormone secretion	2	2	2	2	7
16353	GO:1900088	biological_process	regulation of inositol biosynthetic process	2	2	2	2	7
16354	GO:0043567	biological_process	regulation of insulin-like growth factor receptor signaling pathway	2	2	1	2	7
16355	GO:2001044	biological_process	regulation of integrin-mediated signaling pathway	2	2	2	2	7
16356	GO:0032648	biological_process	regulation of interferon-beta production	2	2	2	2	7
16357	GO:0032649	biological_process	regulation of interferon-gamma production	2	2	1	2	7
16358	GO:0060334	biological_process	regulation of interferon-gamma-mediated signaling pathway	2	2	1	2	7
16359	GO:0032651	biological_process	regulation of interleukin-1 beta production	2	2	2	2	7
16360	GO:0032675	biological_process	regulation of interleukin-6 production	2	2	2	2	7
16361	GO:0045108	biological_process	regulation of intermediate filament polymerization or depolymerization	2	2	2	2	7
16362	GO:1904580	biological_process	regulation of intracellular mRNA localization	2	2	2	2	7
16363	GO:2000217	biological_process	regulation of invasive growth in response to glucose limitation	2	2	2	2	7
16364	GO:0072368	biological_process	regulation of lipid transport by negative regulation of transcription from RNA polymerase II promoter	2	2	2	2	7
16365	GO:1900452	biological_process	regulation of long-term synaptic depression	2	2	2	2	7
16366	GO:0010988	biological_process	regulation of low-density lipoprotein particle clearance	2	2	2	2	7
16367	GO:1905671	biological_process	regulation of lysosome organization	2	2	2	2	7
16368	GO:2000109	biological_process	regulation of macrophage apoptotic process	2	2	2	2	7
16369	GO:0033599	biological_process	regulation of mammary gland epithelial cell proliferation	2	2	2	2	7
16370	GO:1905261	biological_process	regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination	2	2	1	2	7
16371	GO:0098902	biological_process	regulation of membrane depolarization during action potential	2	2	2	2	7
16372	GO:0016057	biological_process	regulation of membrane potential in photoreceptor cell	2	2	2	2	7
16373	GO:2000380	biological_process	regulation of mesoderm development	2	2	2	2	7
16374	GO:1905244	biological_process	regulation of modification of synaptic structure	2	2	2	2	7
16375	GO:2000728	biological_process	regulation of mRNA export from nucleus in response to heat stress	2	2	2	2	7
16376	GO:0032817	biological_process	regulation of natural killer cell proliferation	2	2	2	2	7
16377	GO:0090328	biological_process	regulation of olfactory learning	2	2	2	2	7
16378	GO:0060281	biological_process	regulation of oocyte development	2	2	1	2	7
16379	GO:1905879	biological_process	regulation of oogenesis	2	2	1	2	7
16380	GO:1903203	biological_process	regulation of oxidative stress-induced neuron death	2	2	2	2	7
16381	GO:0051341	biological_process	regulation of oxidoreductase activity	2	2	2	2	7
16382	GO:2001245	biological_process	regulation of phosphatidylcholine biosynthetic process	2	2	2	2	7
16383	GO:2000289	biological_process	regulation of photoreceptor cell axon guidance	2	2	2	2	7
16384	GO:0046532	biological_process	regulation of photoreceptor cell differentiation	2	2	2	2	7
16385	GO:0048548	biological_process	regulation of pinocytosis	2	2	2	2	7
16386	GO:0030860	biological_process	regulation of polarized epithelial cell differentiation	2	2	2	2	7
16387	GO:0050926	biological_process	regulation of positive chemotaxis	2	2	2	2	7
16388	GO:1905539	biological_process	regulation of postsynapse to nucleus signaling pathway	2	2	2	2	7
16389	GO:1901626	biological_process	regulation of postsynaptic membrane organization	2	4	4	4	15
16390	GO:0010725	biological_process	regulation of primitive erythrocyte differentiation	2	3	3	3	11
16391	GO:2000973	biological_process	regulation of pro-B cell differentiation	2	2	2	2	7
16392	GO:0060625	biological_process	regulation of protein deneddylation	2	2	2	2	7
16393	GO:0060188	biological_process	regulation of protein desumoylation	2	2	2	2	7
16394	GO:1903093	biological_process	regulation of protein K48-linked deubiquitination	2	2	2	2	7
16395	GO:1905475	biological_process	regulation of protein localization to membrane	2	2	1	2	7
16396	GO:1905169	biological_process	regulation of protein localization to phagocytic vesicle	2	2	2	2	7
16397	GO:0080163	biological_process	regulation of protein serine/threonine phosphatase activity	2	3	1	3	11
16398	GO:1903533	biological_process	regulation of protein targeting	2	2	2	2	7
16399	GO:1900483	biological_process	regulation of protein targeting to vacuolar membrane	2	2	2	2	7
16400	GO:0061097	biological_process	regulation of protein tyrosine kinase activity	2	2	2	2	7
16401	GO:1900091	biological_process	regulation of raffinose biosynthetic process	2	2	2	2	7
16402	GO:1903305	biological_process	regulation of regulated secretory pathway	2	2	2	2	7
16403	GO:1901077	biological_process	regulation of relaxation of muscle	2	3	3	3	11
16404	GO:0031155	biological_process	regulation of reproductive fruiting body development	2	2	1	2	7
16405	GO:0044065	biological_process	regulation of respiratory system process	2	2	2	2	7
16406	GO:1901416	biological_process	regulation of response to ethanol	2	2	1	2	7
16407	GO:0043487	biological_process	regulation of RNA stability	2	2	2	2	7
16408	GO:0023051	biological_process	regulation of signaling	2	2	1	2	7
16409	GO:1903516	biological_process	regulation of single strand break repair	2	2	2	2	7
16410	GO:0048742	biological_process	regulation of skeletal muscle fiber development	2	2	1	2	7
16411	GO:0060390	biological_process	regulation of SMAD protein signal transduction	2	2	2	2	7
16412	GO:1902490	biological_process	regulation of sperm capacitation	2	2	2	2	7
16413	GO:1903421	biological_process	regulation of synaptic vesicle recycling	2	2	1	2	7
16414	GO:0060142	biological_process	regulation of syncytium formation by plasma membrane fusion	2	2	1	2	7
16415	GO:0010112	biological_process	regulation of systemic acquired resistance	2	2	1	2	7
16416	GO:0003100	biological_process	regulation of systemic arterial blood pressure by endothelin	2	2	2	2	7
16417	GO:0050863	biological_process	regulation of T cell activation	2	2	2	2	7
16418	GO:0001914	biological_process	regulation of T cell mediated cytotoxicity	2	2	1	2	7
16419	GO:2000404	biological_process	regulation of T cell migration	2	2	2	2	7
16420	GO:0002643	biological_process	regulation of tolerance induction	2	5	5	5	18
16421	GO:0034143	biological_process	regulation of toll-like receptor 4 signaling pathway	2	2	2	2	7
16422	GO:0034395	biological_process	regulation of transcription from RNA polymerase II promoter in response to iron	2	3	3	3	11
16423	GO:0060850	biological_process	regulation of transcription involved in cell fate commitment	2	2	1	2	7
16424	GO:1901836	biological_process	regulation of transcription of nucleolar large rRNA by RNA polymerase I	2	2	2	2	7
16425	GO:0036490	biological_process	regulation of translation in response to endoplasmic reticulum stress	2	2	2	2	7
16426	GO:0035809	biological_process	regulation of urine volume	2	2	2	2	7
16427	GO:1901342	biological_process	regulation of vasculature development	2	2	2	2	7
16428	GO:0071579	biological_process	regulation of zinc ion transport	2	2	2	2	7
16429	GO:0097291	biological_process	renal phosphate ion absorption	2	2	2	2	7
16430	GO:0010034	biological_process	response to acetate	2	2	1	2	7
16431	GO:0097184	biological_process	response to azide	2	2	2	2	7
16432	GO:0070781	biological_process	response to biotin	2	2	2	2	7
16433	GO:0061847	biological_process	response to cholecystokinin	2	2	2	2	7
16434	GO:0051413	biological_process	response to cortisone	2	2	2	2	7
16435	GO:0052565	biological_process	response to defense-related host nitric oxide production	2	2	2	2	7
16436	GO:0052567	biological_process	response to defense-related host reactive oxygen species production	2	2	2	2	7
16437	GO:0071871	biological_process	response to epinephrine	2	3	3	3	11
16438	GO:0035728	biological_process	response to hepatocyte growth factor	2	2	2	2	7
16439	GO:0055121	biological_process	response to high fluence blue light stimulus by blue high-fluence system	2	3	3	3	11
16440	GO:0014854	biological_process	response to inactivity	2	2	2	2	7
16441	GO:0006982	biological_process	response to lipid hydroperoxide	2	2	2	2	7
16442	GO:0002240	biological_process	response to molecule of oomycetes origin	2	2	2	2	7
16443	GO:0014870	biological_process	response to muscle inactivity	2	2	2	2	7
16444	GO:0090548	biological_process	response to nitrate starvation	2	2	2	2	7
16445	GO:0035713	biological_process	response to nitrogen dioxide	2	2	2	2	7
16446	GO:0010335	biological_process	response to non-ionic osmotic stress	2	2	2	2	7
16447	GO:0080184	biological_process	response to phenylpropanoid	2	2	2	2	7
16448	GO:1904638	biological_process	response to resveratrol	2	2	2	2	7
16449	GO:0035634	biological_process	response to stilbenoid	2	3	3	3	11
16450	GO:0070141	biological_process	response to UV-A	2	2	2	2	7
16451	GO:0061299	biological_process	retina vasculature morphogenesis in camera-type eye	2	6	6	6	22
16452	GO:0061304	biological_process	retinal blood vessel morphogenesis	2	8	8	8	29
16453	GO:0008401	molecular_function	retinoic acid 4-hydroxylase activity	2	2	2	2	7
16454	GO:0050251	molecular_function	retinol isomerase activity	2	3	3	3	11
16455	GO:0099642	biological_process	retrograde axonal protein transport	2	2	2	2	7
16456	GO:0098925	biological_process	retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission	2	2	2	2	7
16457	GO:0033583	cellular_component	rhabdomere membrane	2	2	1	2	7
16458	GO:0046575	molecular_function	rhamnogalacturonan acetylesterase activity	2	2	2	2	7
16459	GO:0010246	biological_process	rhamnogalacturonan I biosynthetic process	2	2	2	2	7
16460	GO:0016063	biological_process	rhodopsin biosynthetic process	2	2	2	2	7
16461	GO:0043179	biological_process	rhythmic excitation	2	2	2	2	7
16462	GO:0022613	biological_process	ribonucleoprotein complex biogenesis	2	2	2	2	7
16463	GO:0047345	molecular_function	ribose-5-phosphate adenylyltransferase activity	2	2	2	2	7
16464	GO:0071535	molecular_function	RING-like zinc finger domain binding	2	2	2	2	7
16465	GO:0000292	biological_process	RNA fragment catabolic process	2	2	2	2	7
16466	GO:1990114	biological_process	RNA polymerase II core complex assembly	2	4	4	4	15
16467	GO:0001225	molecular_function	RNA polymerase II transcription coactivator binding	2	2	1	2	7
16468	GO:0090571	cellular_component	RNA polymerase II transcription repressor complex	2	3	3	3	11
16469	GO:0070581	biological_process	rolling circle DNA replication	2	2	2	2	7
16470	GO:0106142	molecular_function	rRNA (adenine-N1-)-methyltransferase activity	2	2	2	2	7
16471	GO:0008989	molecular_function	rRNA (guanine-N1-)-methyltransferase activity	2	2	2	2	7
16472	GO:0008990	molecular_function	rRNA (guanine-N2-)-methyltransferase activity	2	2	2	2	7
16473	GO:0000451	biological_process	rRNA 2-O-methylation	2	2	1	2	7
3671	GO:0015044	molecular_function	rubredoxin-NAD+ reductase activity	2	2	2	2	7
3672	GO:1990027	cellular_component	S bouton	2	2	1	2	7
3673	GO:0102719	molecular_function	S-adenosyl-L-methionine:eugenol-O-methyltransferase activity	2	2	2	2	7
3674	GO:0050272	molecular_function	S-carboxymethylcysteine synthase activity	2	2	2	2	7
3675	GO:0042950	molecular_function	salicin transmembrane transporter activity	2	14	14	14	51
3676	GO:0014021	biological_process	secondary neural tube formation	2	2	2	2	7
3677	GO:0060528	biological_process	secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development	2	2	2	2	7
3678	GO:0090377	biological_process	seed trichome initiation	2	2	2	2	7
3679	GO:0016205	molecular_function	selenocysteine methyltransferase activity	2	2	1	2	7
3680	GO:0035985	cellular_component	senescence-associated heterochromatin focus	2	2	2	2	7
3681	GO:0046960	biological_process	sensitization	2	2	2	2	7
3682	GO:0031106	biological_process	septin ring organization	2	2	1	2	7
3683	GO:0051378	molecular_function	serotonin binding	2	2	2	2	7
3684	GO:0006587	biological_process	serotonin biosynthetic process from tryptophan	2	2	1	2	7
3685	GO:0001820	biological_process	serotonin secretion	2	2	2	2	7
3686	GO:0005118	molecular_function	sevenless binding	2	2	2	2	7
3687	GO:0031955	molecular_function	short-chain fatty acid-CoA ligase activity	2	2	2	2	7
3688	GO:1990926	biological_process	short-term synaptic potentiation	2	2	2	2	7
3689	GO:0044407	biological_process	single-species biofilm formation in or on host organism	2	2	2	2	7
3690	GO:0060931	biological_process	sinoatrial node cell development	2	4	4	4	15
3691	GO:0009007	molecular_function	site-specific DNA-methyltransferase (adenine-specific) activity	2	3	3	3	11
3692	GO:0014816	biological_process	skeletal muscle satellite cell differentiation	2	2	2	2	7
3693	GO:0016286	molecular_function	small conductance calcium-activated potassium channel activity	2	3	3	3	11
3694	GO:0140299	molecular_function	small molecule sensor activity	2	2	2	2	7
3695	GO:0030485	cellular_component	smooth muscle contractile fiber	2	2	2	2	7
3696	GO:0030486	cellular_component	smooth muscle dense body	2	2	2	2	7
3697	GO:0070890	molecular_function	sodium-dependent L-ascorbate transmembrane transporter activity	2	2	2	2	7
3698	GO:0008511	molecular_function	sodium:potassium:chloride symporter activity	2	2	1	2	7
3699	GO:0015795	biological_process	sorbitol transport	2	2	1	2	7
3700	GO:0007385	biological_process	specification of segmental identity, abdomen	2	2	2	2	7
3701	GO:0097227	cellular_component	sperm annulus	2	3	3	3	11
3702	GO:0035044	biological_process	sperm aster formation	2	2	2	2	7
3703	GO:1990913	cellular_component	sperm head plasma membrane	2	2	1	2	7
3704	GO:0051231	biological_process	spindle elongation	2	2	2	2	7
3705	GO:0031521	cellular_component	spitzenkorper	2	2	1	2	7
3706	GO:0000393	biological_process	spliceosomal conformational changes to generate catalytic conformation	2	2	2	2	7
3707	GO:0048792	biological_process	spontaneous exocytosis of neurotransmitter	2	3	3	3	11
3708	GO:0080086	biological_process	stamen filament development	2	2	1	2	7
3709	GO:0099186	molecular_function	structural constituent of postsynapse	2	2	2	2	7
3710	GO:0099184	molecular_function	structural constituent of postsynaptic intermediate filament cytoskeleton	2	6	6	6	22
3711	GO:0048225	cellular_component	suberin network	2	2	2	2	7
