go	ontology	name	genes_day	transcripts_day	proteins_day	total_day	total_day_CPM	genes_night	transcripts_night	proteins_night	total_night	total_night_CPM
GO:0102517	molecular_function	oleate 12-hydroxylase activity	2	2	1	2	2	5	5	2	5	8
GO:0102987	molecular_function	palmitoleic acid delta 12 desaturase activity	2	2	1	2	2	5	5	2	5	8
GO:1900121	biological_process	negative regulation of receptor binding	2	2	2	2	2	4	5	4	5	8
GO:1905090	biological_process	negative regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization	2	2	2	2	2	5	5	5	5	8
GO:1990547	biological_process	mitochondrial phosphate ion transmembrane transport	2	2	2	2	2	5	5	2	5	8
GO:0001850	molecular_function	complement component C3a binding	1	1	1	1	1	5	5	3	5	8
GO:0001851	molecular_function	complement component C3b binding	1	1	1	1	1	5	5	3	5	8
GO:0004410	molecular_function	homocitrate synthase activity	1	1	1	1	1	4	5	2	5	8
GO:0005148	molecular_function	prolactin receptor binding	1	1	1	1	1	5	5	3	5	8
GO:0010715	biological_process	regulation of extracellular matrix disassembly	1	1	1	1	1	4	5	4	5	8
GO:0034987	molecular_function	immunoglobulin receptor binding	1	1	1	1	1	5	5	2	5	8
GO:0045917	biological_process	positive regulation of complement activation	1	1	1	1	1	5	5	3	5	8
GO:0050038	molecular_function	L-xylulose reductase (NADP+) activity	1	1	1	1	1	4	5	4	5	8
GO:0050929	biological_process	induction of negative chemotaxis	1	1	1	1	1	5	5	3	5	8
GO:0052634	molecular_function	C-19 gibberellin 2-beta-dioxygenase activity	1	2	2	2	2	3	5	5	5	8
GO:1904261	biological_process	positive regulation of basement membrane assembly involved in embryonic body morphogenesis	1	1	1	1	1	4	5	5	5	8
GO:1904845	biological_process	cellular response to L-glutamine	1	1	1	1	1	5	5	5	5	8
GO:2000219	biological_process	positive regulation of invasive growth in response to glucose limitation	1	1	1	1	1	4	5	4	5	8
GO:0070039	molecular_function	rRNA (guanosine-2-O-)-methyltransferase activity	14	15	12	15	17	4	4	3	4	6
GO:0002138	biological_process	retinoic acid biosynthetic process	14	14	9	14	16	4	4	3	4	6
GO:0006643	biological_process	membrane lipid metabolic process	14	14	10	14	16	4	4	4	4	6
GO:0009718	biological_process	anthocyanin-containing compound biosynthetic process	14	15	6	15	17	4	4	2	4	6
GO:0048407	molecular_function	platelet-derived growth factor binding	14	15	15	15	17	4	4	4	4	6
GO:0019860	biological_process	uracil metabolic process	12	13	6	13	15	4	4	4	4	6
GO:0002001	biological_process	renin secretion into blood stream	11	12	11	12	13	4	4	4	4	6
GO:0031061	biological_process	negative regulation of histone methylation	11	11	5	11	12	4	4	4	4	6
GO:0031260	cellular_component	pseudopodium membrane	11	12	2	12	13	4	4	3	4	6
GO:0070294	biological_process	renal sodium ion absorption	11	12	6	12	13	4	4	4	4	6
GO:1903507	biological_process	negative regulation of nucleic acid-templated transcription	11	12	12	12	13	3	4	4	4	6
GO:0015743	biological_process	malate transport	10	13	7	13	15	4	4	4	4	6
GO:0035622	biological_process	intrahepatic bile duct development	10	11	11	11	12	4	4	4	4	6
GO:0046188	biological_process	methane catabolic process	10	12	4	12	13	4	4	2	4	6
GO:0047639	molecular_function	alcohol oxidase activity	10	12	4	12	13	4	4	2	4	6
GO:0006256	biological_process	UDP catabolic process	9	11	7	11	12	4	4	2	4	6
GO:0007527	biological_process	adult somatic muscle development	9	10	6	10	11	4	4	3	4	6
GO:0008999	molecular_function	ribosomal-protein-alanine N-acetyltransferase activity	9	10	6	10	11	4	4	4	4	6
GO:0009344	cellular_component	nitrite reductase complex [NAD(P)H]	9	14	1	14	16	4	4	1	4	6
GO:0009623	biological_process	response to parasitic fungus	9	9	3	9	10	4	4	2	4	6
GO:0010847	biological_process	regulation of chromatin assembly	9	12	10	12	13	3	4	4	4	6
GO:0019062	biological_process	virion attachment to host cell	9	9	6	9	10	4	4	4	4	6
GO:0019932	biological_process	second-messenger-mediated signaling	9	9	6	9	10	3	4	4	4	6
GO:0030306	molecular_function	ADP-ribosylation factor binding	9	9	7	9	10	4	4	4	4	6
GO:0031033	biological_process	myosin filament organization	9	10	5	10	11	4	4	4	4	6
GO:0031448	biological_process	positive regulation of fast-twitch skeletal muscle fiber contraction	9	9	5	9	10	4	4	4	4	6
GO:0033089	biological_process	positive regulation of T cell differentiation in thymus	9	11	9	11	12	3	4	4	4	6
GO:0034760	biological_process	negative regulation of iron ion transmembrane transport	9	9	5	9	10	4	4	2	4	6
GO:0044378	molecular_function	non-sequence-specific DNA binding, bending	9	10	9	10	11	4	4	4	4	6
GO:0051004	biological_process	regulation of lipoprotein lipase activity	9	10	10	10	11	4	4	4	4	6
GO:0060025	biological_process	regulation of synaptic activity	9	10	10	10	11	4	4	3	4	6
GO:0090325	biological_process	regulation of locomotion involved in locomotory behavior	9	10	8	10	11	4	4	4	4	6
GO:1901896	biological_process	positive regulation of ATPase-coupled calcium transmembrane transporter activity	9	9	6	9	10	4	4	4	4	6
GO:1902455	biological_process	negative regulation of stem cell population maintenance	9	9	4	9	10	3	4	1	4	6
GO:1902953	biological_process	positive regulation of ER to Golgi vesicle-mediated transport	9	9	7	9	10	4	4	2	4	6
GO:1903296	biological_process	positive regulation of glutamate secretion, neurotransmission	9	9	4	9	10	4	4	4	4	6
GO:1903644	biological_process	regulation of chaperone-mediated protein folding	9	10	8	10	11	4	4	3	4	6
GO:0005638	cellular_component	lamin filament	8	8	5	8	9	4	4	3	4	6
GO:0007039	biological_process	protein catabolic process in the vacuole	8	8	3	8	9	4	4	2	4	6
GO:0010991	biological_process	negative regulation of SMAD protein complex assembly	8	12	9	12	13	4	4	4	4	6
GO:0017166	molecular_function	vinculin binding	8	9	8	9	10	4	4	3	4	6
GO:0019785	molecular_function	ISG15-specific protease activity	8	9	8	9	10	4	4	4	4	6
GO:0031021	cellular_component	interphase microtubule organizing center	8	9	6	9	10	4	4	3	4	6
GO:0032455	biological_process	nerve growth factor processing	8	9	9	9	10	4	4	4	4	6
GO:0043296	cellular_component	apical junction complex	8	8	6	8	9	4	4	4	4	6
GO:0043629	biological_process	ncRNA polyadenylation	8	10	7	10	11	4	4	3	4	6
GO:0051127	biological_process	positive regulation of actin nucleation	8	10	9	10	11	3	4	4	4	6
GO:0051784	biological_process	negative regulation of nuclear division	8	10	7	10	11	4	4	3	4	6
GO:0089709	biological_process	L-histidine transmembrane transport	8	8	4	8	9	4	4	3	4	6
GO:0099617	cellular_component	matrix side of mitochondrial inner membrane	8	9	6	9	10	4	4	4	4	6
GO:0102219	molecular_function	phosphogluco-amylopectin water dikinase activity	8	10	7	10	11	4	4	4	4	6
GO:0102661	molecular_function	homogentisate solanyltransferase activity	8	8	6	8	9	4	4	2	4	6
GO:1900074	biological_process	negative regulation of neuromuscular synaptic transmission	8	9	9	9	10	4	4	3	4	6
GO:1901020	biological_process	negative regulation of calcium ion transmembrane transporter activity	8	8	4	8	9	4	4	1	4	6
GO:1903400	biological_process	L-arginine transmembrane transport	8	8	4	8	9	4	4	3	4	6
GO:1903401	biological_process	L-lysine transmembrane transport	8	8	4	8	9	4	4	3	4	6
GO:1904528	biological_process	positive regulation of microtubule binding	8	8	4	8	9	4	4	1	4	6
GO:1990920	biological_process	proteasome localization to nuclear periphery	8	9	5	9	10	3	4	1	4	6
GO:0004846	molecular_function	urate oxidase activity	7	7	5	7	8	4	4	2	4	6
GO:0006743	biological_process	ubiquinone metabolic process	7	7	5	7	8	4	4	4	4	6
GO:0010487	molecular_function	thermospermine synthase activity	7	15	13	15	17	3	4	4	4	6
GO:0031014	molecular_function	troponin T binding	7	10	10	10	11	3	4	4	4	6
GO:0033048	biological_process	negative regulation of mitotic sister chromatid segregation	7	7	7	7	8	4	4	1	4	6
GO:0043184	molecular_function	vascular endothelial growth factor receptor 2 binding	7	7	5	7	8	4	4	4	4	6
GO:0044879	biological_process	morphogenesis checkpoint	7	7	5	7	8	4	4	2	4	6
GO:0048755	biological_process	branching morphogenesis of a nerve	7	9	8	9	10	3	4	3	4	6
GO:0050872	biological_process	white fat cell differentiation	7	7	4	7	8	3	4	4	4	6
GO:0051181	biological_process	cofactor transport	7	12	10	12	13	1	4	4	4	6
GO:0071578	biological_process	zinc ion import across plasma membrane	7	7	6	7	8	4	4	3	4	6
GO:0102263	molecular_function	tRNA-dihydrouridine17 synthase activity	7	10	6	10	11	4	4	3	4	6
GO:1903979	biological_process	negative regulation of microglial cell activation	7	7	5	7	8	4	4	3	4	6
GO:1904042	biological_process	negative regulation of cystathionine beta-synthase activity	7	8	2	8	9	3	4	2	4	6
GO:2001027	biological_process	negative regulation of endothelial cell chemotaxis	7	9	8	9	10	4	4	2	4	6
GO:0001195	biological_process	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase III promoter	6	6	4	6	7	4	4	1	4	6
GO:0001883	molecular_function	purine nucleoside binding	6	8	7	8	9	4	4	4	4	6
GO:0001939	cellular_component	female pronucleus	6	10	9	10	11	3	4	4	4	6
GO:0003226	biological_process	right ventricular compact myocardium morphogenesis	6	9	6	9	10	4	4	3	4	6
GO:0005872	cellular_component	minus-end kinesin complex	6	6	4	6	7	4	4	2	4	6
GO:0008300	biological_process	isoprenoid catabolic process	6	6	5	6	7	4	4	3	4	6
GO:0009401	biological_process	phosphoenolpyruvate-dependent sugar phosphotransferase system	6	8	2	8	9	4	4	2	4	6
GO:0010125	biological_process	mycothiol biosynthetic process	6	7	5	7	8	4	4	4	4	6
GO:0010466	biological_process	negative regulation of peptidase activity	6	6	3	6	7	4	4	2	4	6
GO:0016920	molecular_function	pyroglutamyl-peptidase activity	6	7	6	7	8	4	4	3	4	6
GO:0017133	cellular_component	mitochondrial electron transfer flavoprotein complex	6	6	6	6	7	4	4	4	4	6
GO:0031019	cellular_component	mitochondrial mRNA editing complex	6	10	10	10	11	4	4	4	4	6
GO:0031578	biological_process	mitotic spindle orientation checkpoint	6	6	3	6	7	4	4	2	4	6
GO:0032178	cellular_component	medial membrane band	6	11	11	11	12	4	4	4	4	6
GO:0032732	biological_process	positive regulation of interleukin-1 production	6	7	7	7	8	4	4	4	4	6
GO:0033184	biological_process	positive regulation of histone ubiquitination	6	7	6	7	8	4	4	4	4	6
GO:0035075	biological_process	response to ecdysone	6	6	5	6	7	4	4	4	4	6
GO:0035597	molecular_function	N6-isopentenyladenosine methylthiotransferase activity	6	6	6	6	7	4	4	4	4	6
GO:0036009	molecular_function	protein-glutamine N-methyltransferase activity	6	8	6	8	9	3	4	4	4	6
GO:0039520	biological_process	induction by virus of host autophagy	6	8	7	8	9	4	4	2	4	6
GO:0045606	biological_process	positive regulation of epidermal cell differentiation	6	7	5	7	8	4	4	2	4	6
GO:0045843	biological_process	negative regulation of striated muscle tissue development	6	6	6	6	7	4	4	4	4	6
GO:0046673	biological_process	negative regulation of compound eye retinal cell programmed cell death	6	6	5	6	7	4	4	2	4	6
GO:0050433	biological_process	regulation of catecholamine secretion	6	6	6	6	7	4	4	4	4	6
GO:0051237	biological_process	maintenance of RNA location	6	6	5	6	7	4	4	3	4	6
GO:0060123	biological_process	regulation of growth hormone secretion	6	9	6	9	10	4	4	3	4	6
GO:0061187	biological_process	regulation of chromatin silencing at rDNA	6	6	6	6	7	4	4	3	4	6
GO:0062034	biological_process	L-pipecolic acid biosynthetic process	6	6	4	6	7	4	4	2	4	6
GO:0062047	molecular_function	pipecolic acid N-hydroxylase	6	6	4	6	7	4	4	2	4	6
GO:0070900	biological_process	mitochondrial tRNA modification	6	6	6	6	7	4	4	4	4	6
GO:0071796	molecular_function	K6-linked polyubiquitin modification-dependent protein binding	6	6	6	6	7	4	4	4	4	6
GO:0071899	biological_process	negative regulation of estrogen receptor binding	6	7	5	7	8	4	4	3	4	6
GO:0102043	molecular_function	isopentenyl phosphate kinase activity	6	6	3	6	7	4	4	4	4	6
GO:0140018	biological_process	regulation of cytoplasmic translational fidelity	6	6	4	6	7	4	4	2	4	6
GO:1902533	biological_process	positive regulation of intracellular signal transduction	6	6	5	6	7	4	4	4	4	6
GO:1903996	biological_process	negative regulation of non-membrane spanning protein tyrosine kinase activity	6	7	5	7	8	4	4	4	4	6
GO:1904746	biological_process	negative regulation of apoptotic process involved in development	6	6	4	6	7	4	4	3	4	6
GO:1990421	cellular_component	subtelomeric heterochromatin	6	12	11	12	13	3	4	3	4	6
GO:2000208	biological_process	positive regulation of ribosomal small subunit export from nucleus	6	6	6	6	7	3	4	3	4	6
GO:2000813	biological_process	negative regulation of barbed-end actin filament capping	6	7	7	7	8	4	4	4	4	6
GO:0032796	biological_process	uropod organization	5	5	3	5	6	4	4	4	4	6
GO:0033905	molecular_function	xylan endo-1,3-beta-xylosidase activity	5	8	8	8	9	4	4	4	4	6
GO:0043039	biological_process	tRNA aminoacylation	5	5	3	5	6	4	4	2	4	6
GO:0046510	molecular_function	UDP-sulfoquinovose:DAG sulfoquinovosyltransferase activity	5	5	4	5	6	4	4	3	4	6
GO:1903709	biological_process	uterine gland development	5	8	8	8	9	4	4	3	4	6
GO:0001949	biological_process	sebaceous gland cell differentiation	4	4	4	4	4	3	4	4	4	6
GO:0004037	molecular_function	allantoicase activity	4	4	3	4	4	4	4	3	4	6
GO:0005924	cellular_component	cell-substrate adherens junction	4	5	5	5	6	3	4	4	4	6
GO:0006343	biological_process	establishment of chromatin silencing	4	4	3	4	4	3	4	4	4	6
GO:0006679	biological_process	glucosylceramide biosynthetic process	4	4	4	4	4	3	4	4	4	6
GO:0008418	molecular_function	protein-N-terminal asparagine amidohydrolase activity	4	4	4	4	4	4	4	3	4	6
GO:0009951	biological_process	polarity specification of dorsal/ventral axis	4	4	4	4	4	4	4	3	4	6
GO:0010744	biological_process	positive regulation of macrophage derived foam cell differentiation	4	4	3	4	4	3	4	4	4	6
GO:0014049	biological_process	positive regulation of glutamate secretion	4	5	4	5	6	4	4	4	4	6
GO:0015837	biological_process	amine transport	4	5	5	5	6	3	4	4	4	6
GO:0016223	molecular_function	beta-alanine-pyruvate transaminase activity	4	4	4	4	4	3	4	4	4	6
GO:0016842	molecular_function	amidine-lyase activity	4	4	4	4	4	4	4	4	4	6
GO:0031132	molecular_function	serine 3-dehydrogenase activity	4	4	4	4	4	3	4	4	4	6
GO:0046726	biological_process	positive regulation by virus of viral protein levels in host cell	4	4	4	4	4	4	4	2	4	6
GO:0051482	biological_process	positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway	4	4	4	4	4	4	4	3	4	6
GO:0052151	biological_process	positive regulation by symbiont of host apoptotic process	4	5	5	5	6	4	4	4	4	6
GO:0052923	molecular_function	all-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific) activity	4	4	4	4	4	3	4	4	4	6
GO:0080114	biological_process	positive regulation of glycine hydroxymethyltransferase activity	4	4	4	4	4	4	4	4	4	6
GO:0098942	biological_process	retrograde trans-synaptic signaling by trans-synaptic protein complex	4	4	4	4	4	4	4	4	4	6
GO:1902167	biological_process	positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	4	4	4	4	4	4	4	2	4	6
GO:1902168	biological_process	response to catechin	4	6	4	6	7	4	4	2	4	6
GO:1903553	biological_process	positive regulation of extracellular exosome assembly	4	4	3	4	4	4	4	4	4	6
GO:1903589	biological_process	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	4	4	4	4	4	4	4	4	4	6
GO:0030627	molecular_function	pre-mRNA 5-splice site binding	4	4	2	4	4	4	4	4	4	6
GO:1904016	biological_process	response to Thyroglobulin triiodothyronine	4	6	5	6	7	4	4	2	4	6
GO:2000424	biological_process	positive regulation of eosinophil chemotaxis	4	4	4	4	4	4	4	4	4	6
GO:2000707	biological_process	positive regulation of dense core granule biogenesis	4	5	4	5	6	4	4	4	4	6
GO:0001771	biological_process	immunological synapse formation	3	3	3	3	3	4	4	4	4	6
GO:0006728	biological_process	pteridine biosynthetic process	3	3	3	3	3	4	4	3	4	6
GO:0007185	biological_process	transmembrane receptor protein tyrosine phosphatase signaling pathway	3	3	3	3	3	3	4	4	4	6
GO:0010420	molecular_function	polyprenyldihydroxybenzoate methyltransferase activity	3	3	3	3	3	4	4	2	4	6
GO:0015196	molecular_function	L-tryptophan transmembrane transporter activity	3	4	4	4	4	4	4	4	4	6
GO:0015503	molecular_function	glutathione-regulated potassium exporter activity	3	4	4	4	4	3	4	4	4	6
GO:0015827	biological_process	tryptophan transport	3	4	4	4	4	4	4	4	4	6
GO:0016312	molecular_function	inositol bisphosphate phosphatase activity	3	3	1	3	3	4	4	4	4	6
GO:0016420	molecular_function	malonyltransferase activity	3	3	2	3	3	4	4	2	4	6
GO:0016990	molecular_function	arginine deiminase activity	3	9	9	9	10	2	4	4	4	6
GO:0031694	molecular_function	alpha-2A adrenergic receptor binding	3	3	3	3	3	4	4	2	4	6
GO:0034419	molecular_function	L-2-hydroxyglutarate oxidase activity	3	3	3	3	3	4	4	2	4	6
GO:0035551	biological_process	protein initiator methionine removal involved in protein maturation	3	3	3	3	3	4	4	4	4	6
GO:0046083	biological_process	adenine metabolic process	3	5	5	5	6	3	4	4	4	6
GO:0046354	biological_process	mannan biosynthetic process	3	5	5	5	6	4	4	2	4	6
GO:0046709	biological_process	IDP catabolic process	3	4	4	4	4	4	4	3	4	6
GO:0047046	molecular_function	homoisocitrate dehydrogenase activity	3	3	3	3	3	4	4	2	4	6
GO:0047681	molecular_function	aryl-alcohol dehydrogenase (NADP+) activity	3	3	1	3	3	4	4	2	4	6
GO:0047689	molecular_function	aspartate racemase activity	3	5	5	5	6	4	4	1	4	6
GO:0050521	molecular_function	alpha-glucan, water dikinase activity	3	6	6	6	7	4	4	4	4	6
GO:0050806	biological_process	positive regulation of synaptic transmission	3	3	3	3	3	3	4	4	4	6
GO:0051160	biological_process	L-xylitol catabolic process	3	3	3	3	3	4	4	4	4	6
GO:0061646	biological_process	positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization	3	3	3	3	3	4	4	3	4	6
GO:0097186	biological_process	amelogenesis	3	3	3	3	3	4	4	4	4	6
GO:0150012	biological_process	positive regulation of neuron projection arborization	3	3	3	3	3	3	4	3	4	6
GO:1902104	biological_process	positive regulation of metaphase/anaphase transition of meiotic cell cycle	3	3	2	3	3	4	4	2	4	6
GO:1903595	biological_process	positive regulation of histamine secretion by mast cell	3	3	3	3	3	4	4	4	4	6
GO:1990774	biological_process	tumor necrosis factor secretion	3	3	2	3	3	4	4	3	4	6
GO:0000257	molecular_function	nitrilase activity	2	4	4	4	4	3	4	4	4	6
GO:0001915	biological_process	negative regulation of T cell mediated cytotoxicity	2	2	2	2	2	3	4	4	4	6
GO:0004837	molecular_function	tyrosine decarboxylase activity	2	2	2	2	2	4	4	4	4	6
GO:0009164	biological_process	nucleoside catabolic process	2	2	2	2	2	3	4	4	4	6
GO:0034144	biological_process	negative regulation of toll-like receptor 4 signaling pathway	2	4	4	4	4	3	4	3	4	6
GO:0038132	molecular_function	neuregulin binding	2	2	2	2	2	4	4	4	4	6
GO:0042036	biological_process	negative regulation of cytokine biosynthetic process	2	2	2	2	2	4	4	4	4	6
GO:0042203	biological_process	toluene catabolic process	2	12	12	12	13	3	4	4	4	6
GO:0043553	biological_process	negative regulation of phosphatidylinositol 3-kinase activity	2	6	6	6	7	3	4	4	4	6
GO:0048685	biological_process	negative regulation of collateral sprouting of intact axon in response to injury	2	2	2	2	2	4	4	4	4	6
GO:0086037	molecular_function	sodium:potassium-exchanging ATPase activity involved in regulation of cardiac muscle cell membrane potential	2	4	4	4	4	2	4	4	4	6
GO:0090024	biological_process	negative regulation of neutrophil chemotaxis	2	2	2	2	2	4	4	3	4	6
GO:0097401	biological_process	synaptic vesicle lumen acidification	2	2	2	2	2	3	4	4	4	6
GO:1901797	biological_process	negative regulation of signal transduction by p53 class mediator	2	2	2	2	2	4	4	3	4	6
GO:1903898	biological_process	negative regulation of PERK-mediated unfolded protein response	2	3	3	3	3	3	4	4	4	6
GO:1904562	biological_process	phosphatidylinositol 5-phosphate metabolic process	2	2	2	2	2	4	4	4	4	6
GO:0001565	molecular_function	phorbol ester receptor activity	1	1	1	1	1	4	4	4	4	6
GO:0004317	molecular_function	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	1	1	1	1	1	4	4	1	4	6
GO:0007469	biological_process	antennal development	1	1	1	1	1	4	4	4	4	6
GO:0010509	biological_process	polyamine homeostasis	1	1	1	1	1	4	4	4	4	6
GO:0042360	biological_process	vitamin E metabolic process	1	1	1	1	1	4	4	4	4	6
GO:0044265	biological_process	cellular macromolecule catabolic process	1	6	6	6	7	1	4	4	4	6
GO:0060125	biological_process	negative regulation of growth hormone secretion	1	1	1	1	1	4	4	3	4	6
GO:0060320	biological_process	rejection of self pollen	1	1	1	1	1	4	4	1	4	6
GO:0070231	biological_process	T cell apoptotic process	1	1	1	1	1	3	4	3	4	6
GO:0070857	biological_process	regulation of bile acid biosynthetic process	1	1	1	1	1	3	4	3	4	6
GO:0071880	biological_process	adenylate cyclase-activating adrenergic receptor signaling pathway	1	1	1	1	1	4	4	2	4	6
GO:0099091	cellular_component	postsynaptic specialization, intracellular component	1	1	1	1	1	3	4	3	4	6
GO:0110027	biological_process	negative regulation of DNA strand resection involved in replication fork processing	1	1	1	1	1	4	4	1	4	6
GO:1902911	cellular_component	protein kinase complex	1	1	1	1	1	4	4	3	4	6
GO:1905232	biological_process	cellular response to L-glutamate	1	1	1	1	1	1	4	4	4	6
GO:1905356	biological_process	regulation of snRNA pseudouridine synthesis	1	1	1	1	1	4	4	4	4	6
GO:1905582	biological_process	response to mannose	1	1	1	1	1	4	4	1	4	6
GO:0016630	molecular_function	protochlorophyllide reductase activity	34	38	19	38	43	3	3	2	3	5
GO:0060674	biological_process	placenta blood vessel development	15	15	15	15	17	3	3	3	3	5
GO:1904903	biological_process	ESCRT III complex disassembly	15	16	7	16	18	3	3	3	3	5
GO:0016987	molecular_function	sigma factor activity	14	16	7	16	18	3	3	1	3	5
GO:0032836	biological_process	glomerular basement membrane development	14	15	8	15	17	3	3	3	3	5
GO:0036393	molecular_function	thiocyanate peroxidase activity	14	14	13	14	16	3	3	3	3	5
GO:0002090	biological_process	regulation of receptor internalization	11	12	10	12	13	3	3	3	3	5
GO:0009954	biological_process	proximal/distal pattern formation	11	11	9	11	12	3	3	3	3	5
GO:0018120	biological_process	peptidyl-arginine ADP-ribosylation	11	11	11	11	12	3	3	3	3	5
GO:0045227	biological_process	capsule polysaccharide biosynthetic process	11	11	6	11	12	3	3	2	3	5
GO:0047150	molecular_function	betaine-homocysteine S-methyltransferase activity	11	12	6	12	13	2	3	3	3	5
GO:1901611	molecular_function	phosphatidylglycerol binding	11	11	7	11	12	3	3	2	3	5
GO:1905696	biological_process	regulation of polysome binding	11	11	7	11	12	3	3	3	3	5
GO:1990929	molecular_function	sulfoquinovosidase activity	11	12	9	12	13	3	3	3	3	5
GO:0008700	molecular_function	4-hydroxy-2-oxoglutarate aldolase activity	10	10	8	10	11	3	3	3	3	5
GO:0010004	biological_process	gastrulation involving germ band extension	10	12	11	12	13	3	3	3	3	5
GO:0010417	biological_process	glucuronoxylan biosynthetic process	10	13	13	13	15	3	3	3	3	5
GO:0008658	molecular_function	penicillin binding	9	9	6	9	10	3	3	3	3	5
GO:0009424	cellular_component	bacterial-type flagellum hook	9	9	4	9	10	3	3	1	3	5
GO:0009616	biological_process	virus induced gene silencing	9	9	3	9	10	3	3	3	3	5
GO:0016073	biological_process	snRNA metabolic process	9	9	6	9	10	3	3	3	3	5
GO:0019807	molecular_function	aspartoacylase activity	9	13	11	13	15	3	3	3	3	5
GO:0032849	biological_process	positive regulation of cellular pH reduction	9	10	7	10	11	3	3	3	3	5
GO:0036465	biological_process	synaptic vesicle recycling	9	9	8	9	10	3	3	3	3	5
GO:0036466	biological_process	synaptic vesicle recycling via endosome	9	9	6	9	10	3	3	3	3	5
GO:0048916	biological_process	posterior lateral line development	9	10	7	10	11	3	3	2	3	5
GO:0050178	molecular_function	phenylpyruvate tautomerase activity	9	10	6	10	11	3	3	2	3	5
GO:0051386	biological_process	regulation of neurotrophin TRK receptor signaling pathway	9	10	9	10	11	3	3	2	3	5
GO:0060413	biological_process	atrial septum morphogenesis	9	9	6	9	10	3	3	3	3	5
GO:0072350	biological_process	tricarboxylic acid metabolic process	9	9	2	9	10	3	3	1	3	5
GO:0080175	biological_process	phragmoplast microtubule organization	9	9	3	9	10	3	3	2	3	5
GO:0097046	biological_process	replication fork progression beyond termination site	9	9	5	9	10	3	3	3	3	5
GO:0098843	cellular_component	postsynaptic endocytic zone	9	9	9	9	10	3	3	3	3	5
GO:0150076	biological_process	neuroinflammatory response	9	9	4	9	10	3	3	2	3	5
GO:1903522	biological_process	regulation of blood circulation	9	9	8	9	10	3	3	2	3	5
GO:1903793	biological_process	positive regulation of anion transport	9	9	8	9	10	3	3	2	3	5
GO:1905123	biological_process	regulation of glucosylceramidase activity	9	9	8	9	10	3	3	3	3	5
GO:1990760	molecular_function	osmolarity-sensing cation channel activity	9	9	8	9	10	3	3	2	3	5
GO:0004517	molecular_function	nitric-oxide synthase activity	8	8	4	8	9	3	3	1	3	5
GO:0005230	molecular_function	extracellular ligand-gated ion channel activity	8	11	11	11	12	3	3	3	3	5
GO:0006657	biological_process	CDP-choline pathway	8	8	5	8	9	3	3	3	3	5
GO:0008020	molecular_function	G protein-coupled photoreceptor activity	8	8	8	8	9	3	3	3	3	5
GO:0008499	molecular_function	UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity	8	8	7	8	9	3	3	3	3	5
GO:0008675	molecular_function	2-dehydro-3-deoxy-phosphogluconate aldolase activity	8	8	7	8	9	3	3	3	3	5
GO:0016124	biological_process	xanthophyll catabolic process	8	9	7	9	10	3	3	3	3	5
GO:0016776	molecular_function	phosphotransferase activity, phosphate group as acceptor	8	9	6	9	10	3	3	3	3	5
GO:0018013	biological_process	N-terminal peptidyl-glycine methylation	8	8	6	8	9	3	3	3	3	5
GO:0021508	biological_process	floor plate formation	8	9	8	9	10	3	3	2	3	5
GO:0032471	biological_process	negative regulation of endoplasmic reticulum calcium ion concentration	8	8	4	8	9	3	3	3	3	5
GO:0033559	biological_process	unsaturated fatty acid metabolic process	8	10	10	10	11	3	3	3	3	5
GO:0035088	biological_process	establishment or maintenance of apical/basal cell polarity	8	8	4	8	9	3	3	2	3	5
GO:0036374	molecular_function	glutathione hydrolase activity	8	10	9	10	11	3	3	2	3	5
GO:0042093	biological_process	T-helper cell differentiation	8	8	4	8	9	3	3	2	3	5
GO:0042414	biological_process	epinephrine metabolic process	8	8	4	8	9	3	3	2	3	5
GO:0043725	molecular_function	2-keto-3-deoxygluconate aldolase activity	8	8	7	8	9	3	3	3	3	5
GO:0002953	molecular_function	5-deoxynucleotidase activity	8	8	3	8	9	3	3	3	3	5
GO:0045300	molecular_function	acyl-[acyl-carrier-protein] desaturase activity	8	9	4	9	10	2	3	1	3	5
GO:0045777	biological_process	positive regulation of blood pressure	8	8	6	8	9	3	3	3	3	5
GO:0046509	molecular_function	1,2-diacylglycerol 3-beta-galactosyltransferase activity	8	11	10	11	12	3	3	3	3	5
GO:0047501	molecular_function	(+)-neomenthol dehydrogenase activity	8	9	6	9	10	3	3	3	3	5
GO:0048672	biological_process	positive regulation of collateral sprouting	8	8	7	8	9	3	3	2	3	5
GO:0048920	biological_process	posterior lateral line neuromast primordium migration	8	9	8	9	10	3	3	2	3	5
GO:0050571	molecular_function	1,5-anhydro-D-fructose reductase activity	8	8	6	8	9	3	3	3	3	5
GO:0050955	biological_process	thermoception	8	8	5	8	9	3	3	2	3	5
GO:0070919	biological_process	production of siRNA involved in chromatin silencing by small RNA	8	9	9	9	10	3	3	2	3	5
