	go	ontology	name	genes	transcripts	proteins	total	total_CPM
13322	GO:1902196	biological_process	isovaleryl-CoA(4-) catabolic process	3	3	3	3	15.46622949
13323	GO:0046041	biological_process	ITP metabolic process	3	4	4	4	20.62163932
13324	GO:0009868	biological_process	jasmonic acid and ethylene-dependent systemic resistance, jasmonic acid mediated signaling pathway	3	3	3	3	15.46622949
13325	GO:0008545	molecular_function	JUN kinase kinase activity	3	3	3	3	15.46622949
13326	GO:0030314	cellular_component	junctional membrane complex	3	3	2	3	15.46622949
13327	GO:0071795	molecular_function	K11-linked polyubiquitin modification-dependent protein binding	3	3	3	3	15.46622949
13328	GO:0140007	cellular_component	KICSTOR complex	3	3	3	3	15.46622949
13329	GO:0036143	molecular_function	kringle domain binding	3	3	3	3	15.46622949
13330	GO:0050017	molecular_function	L-3-cyanoalanine synthase activity	3	3	1	3	15.46622949
13331	GO:0008738	molecular_function	L-fuculose-phosphate aldolase activity	3	3	2	3	15.46622949
13332	GO:0097052	biological_process	L-kynurenine metabolic process	3	3	3	3	15.46622949
13333	GO:0045484	molecular_function	L-lysine 6-transaminase activity	3	5	5	5	25.77704915
13334	GO:0033514	biological_process	L-lysine catabolic process to acetyl-CoA via L-pipecolate	3	3	3	3	15.46622949
13335	GO:0046491	biological_process	L-methylmalonyl-CoA metabolic process	3	3	3	3	15.46622949
13336	GO:0050031	molecular_function	L-pipecolate oxidase activity	3	3	3	3	15.46622949
13337	GO:1904271	biological_process	L-proline import across plasma membrane	3	3	3	3	15.46622949
13338	GO:0052684	molecular_function	L-serine hydro-lyase (adding indole, L-tryptophan-forming) activity	3	5	5	5	25.77704915
13339	GO:1904556	biological_process	L-tryptophan transmembrane transport	3	3	3	3	15.46622949
13340	GO:0015727	biological_process	lactate transport	3	3	3	3	15.46622949
13341	GO:0047256	molecular_function	lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity	3	3	3	3	15.46622949
13342	GO:0072673	biological_process	lamellipodium morphogenesis	3	3	3	3	15.46622949
13343	GO:0097581	biological_process	lamellipodium organization	3	3	3	3	15.46622949
13344	GO:0090730	cellular_component	Las1 complex	3	3	1	3	15.46622949
13345	GO:0043219	cellular_component	lateral loop	3	3	3	3	15.46622949
13346	GO:0060490	biological_process	lateral sprouting involved in lung morphogenesis	3	3	3	3	15.46622949
13347	GO:0050046	molecular_function	lathosterol oxidase activity	3	9	9	9	46.39868846
13348	GO:0015692	biological_process	lead ion transport	3	3	3	3	15.46622949
13349	GO:0070306	biological_process	lens fiber cell differentiation	3	3	3	3	15.46622949
13350	GO:1990460	molecular_function	leptin receptor binding	3	3	3	3	15.46622949
13351	GO:0036101	biological_process	leukotriene B4 catabolic process	3	3	3	3	15.46622949
13352	GO:0103068	molecular_function	leukotriene C4 gamma-glutamyl transferase activity	3	3	2	3	15.46622949
13353	GO:0048189	cellular_component	Lid2 complex	3	3	3	3	15.46622949
13354	GO:0009808	biological_process	lignin metabolic process	3	4	4	4	20.62163932
13355	GO:0060988	biological_process	lipid tube assembly	3	3	2	3	15.46622949
13356	GO:0043544	molecular_function	lipoamide binding	3	3	2	3	15.46622949
13357	GO:0009106	biological_process	lipoate metabolic process	3	3	2	3	15.46622949
13358	GO:0030228	molecular_function	lipoprotein particle receptor activity	3	3	2	3	15.46622949
13359	GO:0070891	molecular_function	lipoteichoic acid binding	3	3	3	3	15.46622949
13360	GO:0070395	biological_process	lipoteichoic acid biosynthetic process	3	3	3	3	15.46622949
13361	GO:0051179	biological_process	localization	3	3	1	3	15.46622949
13362	GO:0036041	molecular_function	long-chain fatty acid binding	3	3	3	3	15.46622949
13363	GO:0045436	molecular_function	lycopene beta cyclase activity	3	3	1	3	15.46622949
13364	GO:0048535	biological_process	lymph node development	3	3	2	3	15.46622949
13365	GO:0002260	biological_process	lymphocyte homeostasis	3	3	3	3	15.46622949
13366	GO:0071617	molecular_function	lysophospholipid acyltransferase activity	3	3	3	3	15.46622949
13367	GO:1990836	cellular_component	lysosomal matrix	3	3	2	3	15.46622949
13368	GO:0043414	biological_process	macromolecule methylation	3	10	9	10	51.55409829
13369	GO:0071888	biological_process	macrophage apoptotic process	3	3	3	3	15.46622949
13370	GO:0010007	cellular_component	magnesium chelatase complex	3	3	1	3	15.46622949
13371	GO:0032507	biological_process	maintenance of protein location in cell	3	3	3	3	15.46622949
13372	GO:1904378	biological_process	maintenance of unfolded protein involved in ERAD pathway	3	3	3	3	15.46622949
13373	GO:0048133	biological_process	male germ-line stem cell asymmetric division	3	3	3	3	15.46622949
13374	GO:0050831	biological_process	male-specific defense response to bacterium	3	3	3	3	15.46622949
13375	GO:1901239	molecular_function	malonate(1-) transmembrane transporter activity	3	3	2	3	15.46622949
13376	GO:0002193	cellular_component	MAML1-RBP-Jkappa- ICN1 complex	3	3	2	3	15.46622949
13377	GO:0060744	biological_process	mammary gland branching involved in thelarche	3	3	3	3	15.46622949
13378	GO:0060603	biological_process	mammary gland duct morphogenesis	3	3	2	3	15.46622949
13379	GO:0051753	molecular_function	mannan synthase activity	3	3	2	3	15.46622949
13380	GO:0006675	biological_process	mannosyl-inositol phosphorylceramide metabolic process	3	3	3	3	15.46622949
13381	GO:0051479	biological_process	mannosylglycerate biosynthetic process	3	3	1	3	15.46622949
13382	GO:0102921	molecular_function	mannosylglycerate synthase activity	3	3	1	3	15.46622949
13383	GO:0008349	molecular_function	MAP kinase kinase kinase kinase activity	3	3	3	3	15.46622949
13384	GO:0045209	biological_process	MAPK phosphatase export from nucleus, leptomycin B sensitive	3	3	1	3	15.46622949
13385	GO:0043303	biological_process	mast cell degranulation	3	3	3	3	15.46622949
13386	GO:0007618	biological_process	mating	3	3	3	3	15.46622949
13387	GO:0042628	biological_process	mating plug formation	3	3	1	3	15.46622949
13388	GO:0005937	cellular_component	mating projection	3	3	2	3	15.46622949
13389	GO:0071341	cellular_component	medial cortical node	3	3	2	3	15.46622949
13390	GO:0007135	biological_process	meiosis II	3	3	3	3	15.46622949
13391	GO:0000711	biological_process	meiotic DNA repair synthesis	3	3	2	3	15.46622949
13392	GO:0033315	biological_process	meiotic G2/MI DNA replication checkpoint	3	3	2	3	15.46622949
13393	GO:0051229	biological_process	meiotic spindle disassembly	3	3	2	3	15.46622949
13394	GO:0061796	biological_process	membrane addition at site of mitotic cytokinesis	3	3	1	3	15.46622949
13395	GO:0005579	cellular_component	membrane attack complex	3	3	1	3	15.46622949
13396	GO:0098857	cellular_component	membrane microdomain	3	4	4	4	20.62163932
13397	GO:0097749	biological_process	membrane tubulation	3	4	4	4	20.62163932
13398	GO:0010022	biological_process	meristem determinacy	3	3	1	3	15.46622949
13399	GO:0014031	biological_process	mesenchymal cell development	3	3	2	3	15.46622949
13400	GO:0048332	biological_process	mesoderm morphogenesis	3	5	4	5	25.77704915
13401	GO:0055065	biological_process	metal ion homeostasis	3	4	4	4	20.62163932
13402	GO:0035502	biological_process	metanephric part of ureteric bud development	3	3	3	3	15.46622949
13403	GO:0003338	biological_process	metanephros morphogenesis	3	4	4	4	20.62163932
13404	GO:0016060	biological_process	metarhodopsin inactivation	3	3	3	3	15.46622949
13405	GO:0090058	biological_process	metaxylem development	3	3	3	3	15.46622949
13406	GO:0010428	molecular_function	methyl-CpNpG binding	3	3	1	3	15.46622949
13407	GO:0010429	molecular_function	methyl-CpNpN binding	3	3	1	3	15.46622949
13408	GO:0003908	molecular_function	methylated-DNA-[protein]-cysteine S-methyltransferase activity	3	3	3	3	15.46622949
13409	GO:0004493	molecular_function	methylmalonyl-CoA epimerase activity	3	3	3	3	15.46622949
13410	GO:0008930	molecular_function	methylthioadenosine nucleosidase activity	3	3	3	3	15.46622949
13411	GO:0050436	molecular_function	microfibril binding	3	3	3	3	15.46622949
13412	GO:0033163	cellular_component	microneme membrane	3	3	3	3	15.46622949
13413	GO:0044393	cellular_component	microspike	3	5	5	5	25.77704915
13414	GO:1990810	biological_process	microtubule anchoring at mitotic spindle pole body	3	3	3	3	15.46622949
13415	GO:0036449	cellular_component	microtubule minus-end	3	3	3	3	15.46622949
13416	GO:0099606	biological_process	microtubule plus-end directed mitotic chromosome migration	3	3	3	3	15.46622949
13417	GO:1990551	biological_process	mitochondrial 2-oxoadipate transmembrane transport	3	3	1	3	15.46622949
13418	GO:1990550	biological_process	mitochondrial alpha-ketoglutarate transmembrane transport	3	3	1	3	15.46622949
13419	GO:1990559	biological_process	mitochondrial coenzyme A transmembrane transport	3	3	3	3	15.46622949
13420	GO:1990556	biological_process	mitochondrial isopropylmalate transmembrane transport	3	4	4	4	20.62163932
13421	GO:1902775	biological_process	mitochondrial large ribosomal subunit assembly	3	3	3	3	15.46622949
13422	GO:0090615	biological_process	mitochondrial mRNA processing	3	4	4	4	20.62163932
13423	GO:1990555	biological_process	mitochondrial oxaloacetate transmembrane transport	3	4	4	4	20.62163932
13424	GO:0140040	biological_process	mitochondrial polycistronic RNA processing	3	3	2	3	15.46622949
13425	GO:0033108	biological_process	mitochondrial respiratory chain complex assembly	3	3	3	3	15.46622949
13426	GO:0000957	biological_process	mitochondrial RNA catabolic process	3	3	1	3	15.46622949
13427	GO:0000963	biological_process	mitochondrial RNA processing	3	3	1	3	15.46622949
13428	GO:1990557	biological_process	mitochondrial sulfate transmembrane transport	3	4	4	4	20.62163932
13429	GO:1990758	biological_process	mitotic sister chromatid biorientation	3	4	3	4	20.62163932
13430	GO:0039526	biological_process	modulation by virus of host apoptotic process	3	3	1	3	15.46622949
13431	GO:0008504	molecular_function	monoamine transmembrane transporter activity	3	3	3	3	15.46622949
13432	GO:0012511	cellular_component	monolayer-surrounded lipid storage body	3	3	3	3	15.46622949
13433	GO:0015749	biological_process	monosaccharide transmembrane transport	3	3	3	3	15.46622949
13434	GO:0047288	molecular_function	monosialoganglioside sialyltransferase activity	3	4	4	4	20.62163932
13435	GO:0035522	biological_process	monoubiquitinated histone H2A deubiquitination	3	3	3	3	15.46622949
13436	GO:0004483	molecular_function	mRNA (nucleoside-2-O-)-methyltransferase activity	3	3	2	3	15.46622949
3092	GO:0110104	biological_process	mRNA alternative polyadenylation	3	3	1	3	15.46622949
3093	GO:0000348	biological_process	mRNA branch site recognition	3	3	2	3	15.46622949
3094	GO:0044803	biological_process	multi-organism membrane organization	3	3	3	3	15.46622949
3095	GO:0032408	molecular_function	MutSbeta complex binding	3	5	4	5	25.77704915
3096	GO:0033028	biological_process	myeloid cell apoptotic process	3	3	3	3	15.46622949
3097	GO:0070854	molecular_function	myosin VI heavy chain binding	3	3	3	3	15.46622949
3098	GO:0070856	molecular_function	myosin VI light chain binding	3	3	3	3	15.46622949
3099	GO:0080115	molecular_function	myosin XI tail binding	3	3	2	3	15.46622949
3100	GO:0052899	molecular_function	N(1),N(12)-diacetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity	3	3	2	3	15.46622949
3101	GO:0006045	biological_process	N-acetylglucosamine biosynthetic process	3	3	3	3	15.46622949
3102	GO:0000225	molecular_function	N-acetylglucosaminylphosphatidylinositol deacetylase activity	3	4	2	4	20.62163932
3103	GO:0003945	molecular_function	N-acetyllactosamine synthase activity	3	3	3	3	15.46622949
3104	GO:0050462	molecular_function	N-acetylneuraminate synthase activity	3	4	4	4	20.62163932
3105	GO:0047444	molecular_function	N-acylneuraminate-9-phosphate synthase activity	3	4	4	4	20.62163932
3106	GO:0016250	molecular_function	N-sulfoglucosamine sulfohydrolase activity	3	3	3	3	15.46622949
3107	GO:0018931	biological_process	naphthalene metabolic process	3	5	4	5	25.77704915
3108	GO:0016006	cellular_component	Nebenkern	3	3	3	3	15.46622949
3109	GO:0010930	biological_process	negative regulation of auxin mediated signaling pathway	3	4	4	4	20.62163932
3110	GO:1905290	biological_process	negative regulation of CAMKK-AMPK signaling cascade	3	3	3	3	15.46622949
3111	GO:0060354	biological_process	negative regulation of cell adhesion molecule production	3	3	3	3	15.46622949
3112	GO:0003252	biological_process	negative regulation of cell proliferation involved in heart valve morphogenesis	3	3	2	3	15.46622949
3113	GO:0090288	biological_process	negative regulation of cellular response to growth factor stimulus	3	3	2	3	15.46622949
3114	GO:0032966	biological_process	negative regulation of collagen biosynthetic process	3	3	3	3	15.46622949
3115	GO:1902163	biological_process	negative regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	3	3	2	3	15.46622949
3116	GO:1901291	biological_process	negative regulation of double-strand break repair via single-strand annealing	3	3	3	3	15.46622949
3117	GO:0060770	biological_process	negative regulation of epithelial cell proliferation involved in prostate gland development	3	3	3	3	15.46622949
3118	GO:0001100	biological_process	negative regulation of exit from mitosis	3	3	1	3	15.46622949
3119	GO:0003332	biological_process	negative regulation of extracellular matrix constituent secretion	3	3	2	3	15.46622949
3120	GO:0010764	biological_process	negative regulation of fibroblast migration	3	4	4	4	20.62163932
3121	GO:1900429	biological_process	negative regulation of filamentous growth of a population of unicellular organisms	3	3	3	3	15.46622949
3122	GO:2000850	biological_process	negative regulation of glucocorticoid secretion	3	3	3	3	15.46622949
3123	GO:0010829	biological_process	negative regulation of glucose transmembrane transport	3	3	3	3	15.46622949
3124	GO:0030853	biological_process	negative regulation of granulocyte differentiation	3	3	2	3	15.46622949
3125	GO:1905098	biological_process	negative regulation of guanyl-nucleotide exchange factor activity	3	3	3	3	15.46622949
3126	GO:0045611	biological_process	negative regulation of hemocyte differentiation	3	3	3	3	15.46622949
3127	GO:0043569	biological_process	negative regulation of insulin-like growth factor receptor signaling pathway	3	3	3	3	15.46622949
3128	GO:0045409	biological_process	negative regulation of interleukin-6 biosynthetic process	3	3	2	3	15.46622949
3129	GO:0048297	biological_process	negative regulation of isotype switching to IgA isotypes	3	3	3	3	15.46622949
3130	GO:1903038	biological_process	negative regulation of leukocyte cell-cell adhesion	3	3	3	3	15.46622949
3131	GO:0002689	biological_process	negative regulation of leukocyte chemotaxis	3	3	2	3	15.46622949
3132	GO:0090219	biological_process	negative regulation of lipid kinase activity	3	3	3	3	15.46622949
3133	GO:0033600	biological_process	negative regulation of mammary gland epithelial cell proliferation	3	3	3	3	15.46622949
3134	GO:0051902	biological_process	negative regulation of mitochondrial depolarization	3	3	3	3	15.46622949
3135	GO:0071676	biological_process	negative regulation of mononuclear cell migration	3	3	2	3	15.46622949
3136	GO:0061093	biological_process	negative regulation of phospholipid translocation	3	3	2	3	15.46622949
3137	GO:2000974	biological_process	negative regulation of pro-B cell differentiation	3	3	2	3	15.46622949
3138	GO:1903094	biological_process	negative regulation of protein K48-linked deubiquitination	3	3	3	3	15.46622949
3139	GO:1903067	biological_process	negative regulation of protein localization to cell tip	3	5	5	5	25.77704915
3140	GO:2000645	biological_process	negative regulation of receptor catabolic process	3	4	3	4	20.62163932
3141	GO:0090260	biological_process	negative regulation of retinal ganglion cell axon guidance	3	3	2	3	15.46622949
3142	GO:1900028	biological_process	negative regulation of ruffle assembly	3	3	3	3	15.46622949
3143	GO:1904661	biological_process	negative regulation of sensory perception of bitter taste	3	4	4	4	20.62163932
3144	GO:1904657	biological_process	negative regulation of sensory perception of sweet taste	3	4	4	4	20.62163932
3145	GO:0045875	biological_process	negative regulation of sister chromatid cohesion	3	4	4	4	20.62163932
3146	GO:1903671	biological_process	negative regulation of sprouting angiogenesis	3	3	2	3	15.46622949
3147	GO:0031914	biological_process	negative regulation of synaptic plasticity	3	3	2	3	15.46622949
3148	GO:0032229	biological_process	negative regulation of synaptic transmission, GABAergic	3	3	3	3	15.46622949
3149	GO:1905662	biological_process	negative regulation of telomerase RNA reverse transcriptase activity	3	3	3	3	15.46622949
3150	GO:1904506	biological_process	negative regulation of telomere maintenance in response to DNA damage	3	4	3	4	20.62163932
3151	GO:1902010	biological_process	negative regulation of translation in response to endoplasmic reticulum stress	3	3	3	3	15.46622949
3152	GO:0010804	biological_process	negative regulation of tumor necrosis factor-mediated signaling pathway	3	3	2	3	15.46622949
3153	GO:2000157	biological_process	negative regulation of ubiquitin-specific protease activity	3	3	3	3	15.46622949
3154	GO:1905460	biological_process	negative regulation of vascular associated smooth muscle cell apoptotic process	3	9	9	9	46.39868846
3155	GO:1990890	molecular_function	netrin receptor binding	3	3	3	3	15.46622949
3156	GO:0038007	biological_process	netrin-activated signaling pathway	3	3	3	3	15.46622949
3157	GO:0055057	biological_process	neuroblast division	3	3	3	3	15.46622949
3158	GO:0097109	molecular_function	neuroligin family protein binding	3	4	4	4	20.62163932
3159	GO:0045161	biological_process	neuronal ion channel clustering	3	3	3	3	15.46622949
3160	GO:0005030	molecular_function	neurotrophin receptor activity	3	3	2	3	15.46622949
3161	GO:0042119	biological_process	neutrophil activation	3	3	3	3	15.46622949
3162	GO:0001780	biological_process	neutrophil homeostasis	3	3	3	3	15.46622949
3163	GO:0002446	biological_process	neutrophil mediated immunity	3	3	2	3	15.46622949
3164	GO:0072558	cellular_component	NLRP1 inflammasome complex	3	3	3	3	15.46622949
3165	GO:1904784	biological_process	NLRP1 inflammasome complex assembly	3	3	3	3	15.46622949
3166	GO:0048570	biological_process	notochord morphogenesis	3	3	3	3	15.46622949
3167	GO:1990468	cellular_component	NuA3b histone acetyltransferase complex	3	3	3	3	15.46622949
3168	GO:0019908	cellular_component	nuclear cyclin-dependent protein kinase holoenzyme complex	3	3	3	3	15.46622949
3169	GO:0043601	cellular_component	nuclear replisome	3	3	3	3	15.46622949
3170	GO:0000783	cellular_component	nuclear telomere cap complex	3	3	3	3	15.46622949
3171	GO:0046899	molecular_function	nucleoside triphosphate adenylate kinase activity	3	4	4	4	20.62163932
3172	GO:0098519	molecular_function	nucleotide phosphatase activity, acting on free nucleotides	3	3	2	3	15.46622949
3173	GO:0008756	molecular_function	o-succinylbenzoate-CoA ligase activity	3	3	3	3	15.46622949
3174	GO:0021889	biological_process	olfactory bulb interneuron differentiation	3	3	3	3	15.46622949
3175	GO:0000401	molecular_function	open form four-way junction DNA binding	3	3	3	3	15.46622949
3176	GO:0072675	biological_process	osteoclast fusion	3	3	3	3	15.46622949
3177	GO:0016682	molecular_function	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	3	4	1	4	20.62163932
3178	GO:0070691	cellular_component	P-TEFb complex	3	3	3	3	15.46622949
3179	GO:1990227	biological_process	paranodal junction maintenance	3	3	3	3	15.46622949
3180	GO:0045488	biological_process	pectin metabolic process	3	3	3	3	15.46622949
3181	GO:0019745	biological_process	pentacyclic triterpenoid biosynthetic process	3	4	4	4	20.62163932
3182	GO:0046922	molecular_function	peptide-O-fucosyltransferase activity	3	3	3	3	15.46622949
3183	GO:1990938	biological_process	peptidyl-aspartic acid autophosphorylation	3	3	3	3	15.46622949
3184	GO:0005053	molecular_function	peroxisome matrix targeting signal-2 binding	3	6	3	6	30.93245898
3185	GO:0080056	biological_process	petal vascular tissue pattern formation	3	3	1	3	15.46622949
3186	GO:0004607	molecular_function	phosphatidylcholine-sterol O-acyltransferase activity	3	4	4	4	20.62163932
3187	GO:1904121	molecular_function	phosphatidylethanolamine transfer activity	3	3	2	3	15.46622949
3188	GO:0005943	cellular_component	phosphatidylinositol 3-kinase complex, class IA	3	3	3	3	15.46622949
3189	GO:0042372	biological_process	phylloquinone biosynthetic process	3	3	3	3	15.46622949
3190	GO:0090626	biological_process	plant epidermis morphogenesis	3	3	1	3	15.46622949
3191	GO:0009663	biological_process	plasmodesma organization	3	3	3	3	15.46622949
3192	GO:0010236	biological_process	plastoquinone biosynthetic process	3	3	1	3	15.46622949
3193	GO:0006663	biological_process	platelet activating factor biosynthetic process	3	3	3	3	15.46622949
3194	GO:0031092	cellular_component	platelet alpha granule membrane	3	3	2	3	15.46622949
3195	GO:0031094	cellular_component	platelet dense tubular network	3	3	3	3	15.46622949
3196	GO:0090404	cellular_component	pollen tube tip	3	3	2	3	15.46622949
3197	GO:0050526	molecular_function	poly(3-hydroxybutyrate) depolymerase activity	3	3	2	3	15.46622949
3198	GO:1902047	biological_process	polyamine transmembrane transport	3	3	3	3	15.46622949
3199	GO:0002133	cellular_component	polycystin complex	3	3	3	3	15.46622949
3200	GO:0035079	biological_process	polytene chromosome puffing	3	3	3	3	15.46622949
3201	GO:0043947	biological_process	positive regulation by host of symbiont catalytic activity	3	3	2	3	15.46622949
3202	GO:0010694	biological_process	positive regulation of alkaline phosphatase activity	3	3	2	3	15.46622949
3203	GO:1903024	biological_process	positive regulation of ascospore-type prospore membrane assembly	3	3	1	3	15.46622949
3204	GO:0062043	biological_process	positive regulation of cardiac epithelial to mesenchymal transition	3	3	2	3	15.46622949
3205	GO:0071651	biological_process	positive regulation of chemokine (C-C motif) ligand 5 production	3	3	3	3	15.46622949
3206	GO:0090197	biological_process	positive regulation of chemokine secretion	3	3	3	3	15.46622949
3207	GO:1904960	biological_process	positive regulation of cytochrome-c oxidase activity	3	3	3	3	15.46622949
3208	GO:1903626	biological_process	positive regulation of DNA catabolic process	3	3	1	3	15.46622949
3209	GO:1904037	biological_process	positive regulation of epithelial cell apoptotic process	3	3	3	3	15.46622949
3210	GO:1905537	biological_process	positive regulation of eukaryotic translation initiation factor 4F complex assembly	3	3	3	3	15.46622949
3211	GO:1905451	biological_process	positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	3	4	4	4	20.62163932
3212	GO:0045743	biological_process	positive regulation of fibroblast growth factor receptor signaling pathway	3	3	3	3	15.46622949
3213	GO:0120183	biological_process	positive regulation of focal adhesion disassembly	3	4	4	4	20.62163932
3214	GO:1904544	biological_process	positive regulation of free ubiquitin chain polymerization	3	3	2	3	15.46622949
3215	GO:0110032	biological_process	positive regulation of G2/MI transition of meiotic cell cycle	3	3	3	3	15.46622949
3216	GO:0010907	biological_process	positive regulation of glucose metabolic process	3	3	2	3	15.46622949
3217	GO:0046985	biological_process	positive regulation of hemoglobin biosynthetic process	3	3	2	3	15.46622949
3218	GO:1903586	biological_process	positive regulation of histone deubiquitination	3	3	3	3	15.46622949
3219	GO:2001255	biological_process	positive regulation of histone H3-K36 trimethylation	3	3	3	3	15.46622949
3220	GO:0031062	biological_process	positive regulation of histone methylation	3	3	3	3	15.46622949
3221	GO:0031587	biological_process	positive regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	3	3	3	3	15.46622949
3222	GO:0032753	biological_process	positive regulation of interleukin-4 production	3	3	3	3	15.46622949
3223	GO:1903896	biological_process	positive regulation of IRE1-mediated unfolded protein response	3	3	3	3	15.46622949
3224	GO:1900454	biological_process	positive regulation of long-term synaptic depression	3	3	3	3	15.46622949
3225	GO:0060907	biological_process	positive regulation of macrophage cytokine production	3	4	4	4	20.62163932
3226	GO:0045654	biological_process	positive regulation of megakaryocyte differentiation	3	4	4	4	20.62163932
3227	GO:1905612	biological_process	positive regulation of mRNA cap binding	3	3	3	3	15.46622949
3228	GO:0031439	biological_process	positive regulation of mRNA cleavage	3	3	1	3	15.46622949
3229	GO:0033034	biological_process	positive regulation of myeloid cell apoptotic process	3	3	3	3	15.46622949
3230	GO:1904901	biological_process	positive regulation of myosin II filament organization	3	3	3	3	15.46622949
3231	GO:0043323	biological_process	positive regulation of natural killer cell degranulation	3	3	3	3	15.46622949
3232	GO:1900075	biological_process	positive regulation of neuromuscular synaptic transmission	3	3	2	3	15.46622949
3233	GO:0010571	biological_process	positive regulation of nuclear cell cycle DNA replication	3	4	4	4	20.62163932
3234	GO:1902177	biological_process	positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	3	3	2	3	15.46622949
3235	GO:0030862	biological_process	positive regulation of polarized epithelial cell differentiation	3	3	3	3	15.46622949
3236	GO:2000975	biological_process	positive regulation of pro-B cell differentiation	3	3	1	3	15.46622949
3237	GO:0090312	biological_process	positive regulation of protein deacetylation	3	3	2	3	15.46622949
3238	GO:1904592	biological_process	positive regulation of protein refolding	3	3	2	3	15.46622949
3239	GO:0051222	biological_process	positive regulation of protein transport	3	3	3	3	15.46622949
3240	GO:1905273	biological_process	positive regulation of proton-transporting ATP synthase activity, rotational mechanism	3	3	1	3	15.46622949
3241	GO:2001108	biological_process	positive regulation of Rho guanyl-nucleotide exchange factor activity	3	3	3	3	15.46622949
3242	GO:0048633	biological_process	positive regulation of skeletal muscle tissue growth	3	3	3	3	15.46622949
3243	GO:1901307	biological_process	positive regulation of spermidine biosynthetic process	3	3	2	3	15.46622949
3244	GO:0043938	biological_process	positive regulation of sporulation	3	3	3	3	15.46622949
3245	GO:2000640	biological_process	positive regulation of SREBP signaling pathway	3	3	1	3	15.46622949
3246	GO:1901671	biological_process	positive regulation of superoxide dismutase activity	3	3	3	3	15.46622949
3247	GO:0002726	biological_process	positive regulation of T cell cytokine production	3	4	3	4	20.62163932
3248	GO:1904535	biological_process	positive regulation of telomeric loop disassembly	3	4	3	4	20.62163932
3249	GO:0036493	biological_process	positive regulation of translation in response to endoplasmic reticulum stress	3	4	4	4	20.62163932
3250	GO:1901165	biological_process	positive regulation of trophoblast cell migration	3	3	3	3	15.46622949
3251	GO:0034421	biological_process	post-translational protein acetylation	3	3	3	3	15.46622949
	3252
	GO:0099525	biological_process	presynaptic dense core vesicle exocytosis	3	3	3	3	15.46622949
3253	GO:0019492	biological_process	proline salvage	3	3	2	3	15.46622949
3254	GO:0039008	biological_process	pronephric nephron tubule morphogenesis	3	3	3	3	15.46622949
3255	GO:0019230	biological_process	proprioception	3	5	3	5	25.77704915
3256	GO:1904855	molecular_function	proteasome regulatory particle binding	3	3	3	3	15.46622949
3257	GO:1990466	biological_process	protein autosumoylation	3	4	4	4	20.62163932
3258	GO:0018423	molecular_function	protein C-terminal leucine carboxyl O-methyltransferase activity	3	3	3	3	15.46622949
3259	GO:0045038	biological_process	protein import into chloroplast thylakoid membrane	3	3	3	3	15.46622949
3260	GO:1902441	biological_process	protein localization to meiotic spindle pole body	3	3	1	3	15.46622949
3261	GO:1903044	biological_process	protein localization to membrane raft	3	3	3	3	15.46622949
3262	GO:0030254	biological_process	protein secretion by the type III secretion system	3	3	2	3	15.46622949
3263	GO:0102559	molecular_function	protein-(glutamine-N5) methyltransferase activity	3	4	4	4	20.62163932
3264	GO:0019702	molecular_function	protein-arginine N5-methyltransferase activity	3	3	1	3	15.46622949
3265	GO:0022877	molecular_function	protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity	3	3	2	3	15.46622949
3266	GO:0090582	molecular_function	protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity	3	3	2	3	15.46622949
3267	GO:0019810	molecular_function	putrescine binding	3	3	2	3	15.46622949
3268	GO:0033388	biological_process	putrescine biosynthetic process from arginine	3	3	2	3	15.46622949
3269	GO:0070280	molecular_function	pyridoxal binding	3	3	3	3	15.46622949
3270	GO:0015651	molecular_function	quaternary ammonium group transmembrane transporter activity	3	3	3	3	15.46622949
3271	GO:0015697	biological_process	quaternary ammonium group transport	3	3	3	3	15.46622949
3272	GO:0019631	biological_process	quinate catabolic process	3	3	1	3	15.46622949
3273	GO:0050247	molecular_function	raucaffricine beta-glucosidase activity	3	3	1	3	15.46622949
3274	GO:0036298	biological_process	recombinational interstrand cross-link repair	3	5	4	5	25.77704915
3275	GO:0090215	biological_process	regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity	3	4	4	4	20.62163932
3276	GO:0030832	biological_process	regulation of actin filament length	3	3	2	3	15.46622949
3277	GO:0032344	biological_process	regulation of aldosterone metabolic process	3	3	3	3	15.46622949
3278	GO:0002759	biological_process	regulation of antimicrobial humoral response	3	4	4	4	20.62163932
3279	GO:2001169	biological_process	regulation of ATP biosynthetic process	3	3	3	3	15.46622949
3280	GO:2000822	biological_process	regulation of behavioral fear response	3	3	3	3	15.46622949
3281	GO:0032951	biological_process	regulation of beta-glucan biosynthetic process	3	3	1	3	15.46622949
3282	GO:0060762	biological_process	regulation of branching involved in mammary gland duct morphogenesis	3	3	3	3	15.46622949
